isic_id,avg_R,avg_G,avg_B,med_R,med_G,med_B,std_R,std_G,std_B,brightness_mean,hue_mean,saturation_mean,lightness_mean,skin_pixel_ratio,edge_density,target
ISIC_0131948,151.09990052579224,116.62674435128606,111.10126474349865,154.0,115.0,110.0,24.845736274982148,22.17517878878942,23.77378120610087,151.09990052579224,3.964189285206764,68.51811851641324,133.07156458718202,0.1342201232910156,0.1963958740234375,0
ISIC_0132369,144.273666347928,122.51219512195122,107.01999973064336,155.0,133.0,116.0,39.11085263476582,37.936802047361525,40.53623330172808,144.273666347928,10.694078194233075,71.27419159337921,134.29095904432265,0.2832450866699219,0.0452804565429687,1
ISIC_0136278,84.93696410620306,51.28902292393512,49.33329391126092,85.0,51.0,49.0,5.975842159556944,5.420098473671766,5.994207634554775,84.93696410620306,1.7405239193424398,107.27623046143536,64.81081347446435,0.1935310363769531,0.0284156799316406,0
ISIC_0139906,139.562165930746,121.16848710202184,118.23471996281664,128.0,108.0,107.0,51.12899009215992,48.444372978325504,47.76076929473559,139.562165930746,3.627701603532419,42.002556356030674,132.19916337438997,0.0164146423339843,0.0007171630859375,1
ISIC_0142087,102.05712319339298,85.39779766001377,82.12938747419133,85.0,70.0,68.0,37.01511250653261,36.85327460680634,35.7259554393479,102.05712319339298,4.297315898141775,53.338609772883686,95.44390915347556,0.0055427551269531,0.0068092346191406,1
ISIC_0146235,162.9022523400936,144.74141965678626,125.87563377535102,166.0,149.0,134.0,23.35065464071735,26.34250331650155,33.55653783631607,162.9022523400936,13.5361251950078,60.83594968798752,155.81698517940717,0.0782470703125,0.035614013671875,0
ISIC_0146743,165.3314303132157,144.86537574349595,130.8529360881815,167.0,147.0,133.0,23.47035868281502,24.72814800497256,27.224159241904506,165.3314303132157,11.581010165916991,54.86112484141499,156.77770088807603,0.9261016845703124,0.1387481689453125,0
ISIC_0151937,191.967770436386,130.4205016902274,53.788237553779965,196.0,131.0,52.0,35.07100793679337,30.56773557426168,18.10079110246003,191.967770436386,16.397076674861708,184.31996004917025,151.2744967732022,0.9930419921875,0.0495529174804687,0
ISIC_0153859,200.01150150647032,151.17963359871325,105.25301390262392,206.0,155.0,107.0,33.09876709047015,30.664933874880955,24.975100755279684,200.0115168982488,14.399666767995877,122.29146641321536,168.28856891091624,0.9913597106933594,0.0260734558105468,0
ISIC_0155786,101.93988549158068,84.29778459490356,75.39406041838501,103.0,85.0,75.0,16.331066375642244,15.641607286640738,15.467669972546158,101.9398951384568,9.549322065782048,67.17567443722537,95.06925974696244,0.7908668518066406,0.0044975280761718,0
ISIC_0159579,188.77624802332835,129.32105499862178,124.6261805626079,195.0,133.0,128.0,32.06856648078586,27.23185176530782,27.92510205205094,188.77624802332835,2.107617983722381,88.293925633623,152.51261442934037,0.2629432678222656,0.0245590209960937,0
ISIC_0161688,145.20966444915564,108.05275726783148,104.62065940492728,147.0,108.0,105.0,22.23754309508263,20.822323106933343,21.274168446081767,145.20966444915564,2.35078100250993,72.59002851085606,125.3559470721544,0.1565437316894531,0.0024147033691406,0
ISIC_0163940,188.86111047167424,166.27357411968725,149.55934102192245,193.0,168.0,151.0,26.491325467764817,27.027276714906563,26.054687948387603,188.86111047167424,12.63727431075098,53.93653844678222,177.58966184019704,0.9942855834960938,0.0087623596191406,0
ISIC_0165672,173.7234125628386,152.81717018888185,142.90248425984674,182.0,161.0,151.0,21.12701592380201,20.53160815555971,23.2603783925598,173.7234125628386,8.111230416320952,45.89926301918102,164.91956659671044,0.0781593322753906,0.0004806518554687,0
ISIC_0173598,154.40147790132426,116.90272811085656,108.34365396435156,158.0,119.0,110.0,18.68920443918967,17.054359508084076,18.96043258508121,154.40147790132426,4.954720064815332,76.63717382801588,134.12133318433257,0.546173095703125,0.0027732849121093,1
ISIC_0174973,185.1687344720798,145.28964004294525,71.44595993069848,188.0,147.0,71.0,39.43728395758484,38.04663474303088,26.56777538631776,185.1687344720798,19.27169063925613,159.45876210741736,159.04583280039378,0.9842033386230468,0.2543754577636719,0
ISIC_0176757,187.5101254857892,166.3028047010348,158.73663201760547,201.0,178.0,168.0,35.11458314634843,35.639189938024565,34.62728921191456,187.5101254857892,6.530200870908836,40.370335253078615,177.5407360584352,0.3258819580078125,0.0031280517578125,0
ISIC_0176949,152.9907332796132,128.7296535052377,125.52175664786462,173.0,143.0,139.0,51.69315649318968,48.57005871259468,47.48163615137973,152.9907332796132,2.830378726833199,49.21031426269138,141.17808219178082,0.0094680786132812,0.0016403198242187,1
ISIC_0181120,132.51678209909429,90.97575919019712,87.56419818859882,134.0,90.0,87.0,17.345692648907594,19.79635798779151,20.240989683202336,132.51678209909429,2.1169419286094837,88.302610548748,109.46004262120404,0.0143203735351562,0.0321426391601562,0
ISIC_0181903,244.0,234.0,223.0,244.0,234.0,223.0,0.0,0.0,0.0,244.0,16.0,22.0,238.0,3.814697265625e-06,0.0184440612792968,1
ISIC_0183915,194.95966479593784,140.72013515061275,125.8533921276677,201.0,146.0,130.0,24.626936850234035,24.2077841152612,24.362292820286253,194.95966479593784,6.318569846905662,91.7874126675066,161.51682510594435,0.9991836547851562,0.0015182495117187,0
ISIC_0186490,184.20018300837611,149.9679031463363,144.70831280354756,188.0,153.0,145.0,30.94702498959533,30.272020965145256,30.82582101937976,184.20018300837611,3.4326740339269373,55.98008024213416,165.40958682339692,0.0541954040527343,0.0113143920898437,0
ISIC_0189131,226.2398176110169,193.26950638223545,184.4807337847093,232.0,199.0,190.0,20.548103244040817,21.60421018399241,24.20711602235847,226.2398176110169,5.787476385498973,47.7501804124896,205.80230008687377,0.8299140930175781,0.0179710388183593,1
ISIC_0192142,184.3980215146765,151.61984817712155,126.88987049493022,190.0,155.0,130.0,33.86822977660615,31.93504788436019,28.628416445204056,184.3980215146765,12.769697975952369,80.90026101797008,165.42325840006797,0.9879531860351562,0.0201339721679687,0
ISIC_0197887,125.0057306590258,91.64183381088826,90.1797994269341,128.0,94.0,92.0,18.91308642764893,16.503080308669247,16.894156225539984,125.0057306590258,1.2320916905444126,71.90687679083095,107.72134670487108,0.0053253173828125,0.0200767517089843,0
ISIC_0199309,123.71556251046157,100.9075568427322,86.97666732842079,127.0,104.0,89.0,22.57946867234544,21.114896489530803,21.412868672961476,123.71556251046157,11.161732705834725,77.61834693821942,113.39493485614634,0.9799690246582032,0.0135116577148437,0
ISIC_0201845,148.4684122748499,111.8391927951968,105.58388925950634,151.0,114.0,108.0,18.123097619493493,17.427009460069083,20.96498559577626,148.4684122748499,3.707404936624416,74.58058705803869,128.99606404269514,0.1143646240234375,0.0100784301757812,0
ISIC_0202306,113.29030874785592,78.53644939965695,73.85934819897084,112.0,76.0,71.0,24.36080334674625,21.583714536447044,21.331149826484364,113.29030874785592,3.263293310463122,90.66809605488852,94.04888507718697,0.0088958740234375,0.0349082946777343,1
ISIC_0202485,79.85352112676057,52.40744466800805,50.89926224010731,79.0,51.0,50.0,7.309301930484854,6.587968290754793,7.017907017462082,79.85352112676057,1.475586854460094,92.75861837692824,63.91656606304494,0.0568771362304687,0.0442047119140625,0
ISIC_0203660,110.9037037037037,80.28888888888889,77.14444444444445,116.0,81.0,79.5,22.832359776187072,22.268352120730427,21.847566748713827,110.9037037037037,2.7111111111111112,80.34444444444445,94.74074074074076,0.0010299682617187,0.0211296081542968,1
ISIC_0205999,82.70370370370371,70.66666666666667,68.22222222222223,83.0,71.0,68.0,7.387751699364819,7.368602058484113,8.265651072621017,82.70370370370371,4.518518518518518,45.2962962962963,79.4074074074074,0.0001029968261718,0.0851058959960937,1
ISIC_0207250,195.76701440825423,140.1881009798834,104.38953417381482,200.0,143.0,105.0,20.95739897651972,20.56042395860527,22.046176692736967,195.76701440825423,11.655529778076254,120.24626820110504,160.48558793003448,0.999725341796875,0.0435714721679687,0
ISIC_0209394,198.12239955549595,154.5677734562106,121.25969382867434,203.0,158.0,124.0,28.46978682327237,26.137790936009377,23.733700629071656,198.12239955549595,12.839254306133006,99.91157818098212,170.78218535052594,0.995502471923828,0.0062942504882812,0
ISIC_0209542,87.18801987102526,72.02988561938791,62.8438068398312,86.0,71.0,62.0,11.16411578028796,10.916210601323966,11.596323685389605,87.18804143870824,10.469018023393748,71.75642177760844,81.25171642810413,0.5306129455566406,0.0124130249023437,0
ISIC_0209717,179.80160107418808,146.30651658395627,97.71960393240782,186.0,150.0,100.0,39.10641959611332,37.15649427539618,27.986783971799497,179.80160500031408,17.54047835919342,118.43867391167788,159.1631933538539,0.97161865234375,0.0417060852050781,0
ISIC_0210071,157.1583131512876,140.60511475992624,118.89253671651076,165.0,148.0,124.0,36.68047442644093,38.07575213301989,39.205551227218045,157.15853533894727,16.214100028884395,66.72445619570288,150.70305508032084,0.8584403991699219,0.1927947998046875,0
ISIC_0210153,101.03703703703704,89.5,86.68518518518519,88.0,79.0,77.0,26.467284461697343,22.57272198423969,21.512118956596147,101.03703703703704,5.314814814814815,35.111111111111114,99.16666666666669,0.0004119873046875,0.0887680053710937,1
ISIC_0211288,143.3047891196808,106.06179712176558,85.67218410635898,142.0,104.0,84.0,28.4132509335012,25.018223288313127,21.864787617401348,143.3047891196808,10.17305350748314,103.50123782950752,122.23396100949375,0.8490257263183594,0.2506484985351562,0
ISIC_0211415,154.02766764839149,127.56579309340412,96.47042284290244,157.0,129.0,98.0,25.39622924482669,23.6969715226611,19.32866992507322,154.02778496990098,15.818904136190044,95.80162146417244,140.31096672923815,0.94293212890625,0.0178680419921875,0
ISIC_0217474,186.62593383137676,154.948772678762,153.1435432230523,189.0,154.0,153.0,35.10377039055432,35.382896293942615,35.89246647806284,186.62593383137676,1.6286019210245464,47.69423692636072,169.63393810032017,0.0071487426757812,0.0173416137695312,1
ISIC_0225950,209.55555555555557,184.74603174603172,183.3492063492064,211.0,189.0,188.0,19.893987109276424,22.4138337767197,23.13875243934909,209.55555555555557,1.3968253968253967,32.61904761904762,196.5873015873016,0.0002403259277343,0.0015640258789062,1
ISIC_0226119,164.31262660364618,140.3706954760297,134.7231600270088,165.0,141.0,136.0,10.213991736805715,8.410528761441547,11.70618515307174,164.31262660364618,5.322079675894666,46.10938555030385,154.0303848750844,0.0056495666503906,0.0129318237304687,1
ISIC_0228289,177.99076202351122,132.462440594513,70.27547414840517,181.0,134.0,68.0,30.176608799179323,27.714499377371634,20.62307244541576,177.99082576116703,17.085089770504602,155.23407255735393,149.00019121296742,0.957599639892578,0.0489463806152343,0
ISIC_0228358,158.58471841939507,135.33581427634877,129.93091923437842,161.0,137.0,131.0,21.8515999661882,22.4061290705296,24.2608613700768,158.58471841939507,5.2305605902844725,47.49639427712005,148.6641728690242,0.2967567443847656,0.00830078125,0
ISIC_0229807,159.3352254297762,124.790463833928,119.41647745702238,164.0,128.0,121.0,34.38243468160088,34.479831594397865,35.462864236352786,159.3352254297762,3.704184236133636,67.38647421342849,140.77797599740512,0.0235214233398437,0.1057395935058593,0
ISIC_0230086,232.07019083951644,202.54405371709805,190.4313804229568,236.0,206.0,196.0,19.398577174527777,20.940860150796127,25.864548712806737,232.07019083951644,7.870787592396303,46.62187907115741,213.337949841006,0.8169517517089844,0.0016059875488281,1
ISIC_0230781,188.2272091982785,140.5759020307322,113.832319089041,200.0,149.0,122.0,41.87540086892919,38.62293053816924,39.141582010060304,188.2272091982785,10.384037629321096,104.98574646928166,158.3862667231529,0.9634742736816406,0.0756797790527343,0
ISIC_0233572,103.09364570195751,71.7647908057537,53.75680585914213,105.0,73.0,53.0,15.327268147485317,13.100733278765816,12.324617119390672,103.09364570195751,10.904395573200752,123.24631674567804,85.24488115852694,0.9406623840332032,0.0049858093261718,0
ISIC_0234062,199.50899832827267,134.191114257446,123.82984203882502,205.0,136.0,125.0,31.071041641625435,29.10032373677909,30.1822755662257,199.50899832827267,3.956347446351199,98.5402195421514,158.68058493398382,0.894500732421875,0.0345993041992187,1
ISIC_0236008,151.01,131.25,130.45,150.5,131.0,130.0,17.699432194282398,18.62437918428424,19.71515914214237,151.01,0.81,35.08,144.28,0.0003814697265625,0.0029983520507812,0
ISIC_0240814,155.74973733977723,122.3681445681866,117.5169153183442,158.0,125.0,120.0,30.794675305036208,34.36605356874103,35.20819830743476,155.74973733977723,3.537087623450305,66.84807732716958,138.18512292498423,0.0181541442871093,0.0467109680175781,1
ISIC_0241059,166.57779638312124,148.90761888814467,145.95030140656397,172.0,154.0,153.0,25.75628424542885,26.394592310519933,28.988915270314983,166.57779638312124,3.243837910247823,33.6191560616209,160.6248158070998,0.227813720703125,0.0595932006835937,1
ISIC_0242146,198.7970079292573,171.56538649829042,132.18035301963232,206.0,178.0,138.0,31.13917877169531,32.78657071106093,33.6525941183848,198.7970079292573,17.57830767985383,87.7703020981501,182.3706282115034,0.989604949951172,0.0475692749023437,0
ISIC_0242427,190.64090167303567,159.26041323289422,133.80709829440707,198.0,165.0,136.0,30.652133259434173,29.74304457909389,27.314014532652283,190.64090167303567,13.0982455711966,76.9365540592786,172.446315129761,0.9373512268066406,0.1027717590332031,0
ISIC_0242917,150.24242424242425,123.71212121212122,122.59848484848484,166.0,137.0,136.5,27.48694489348705,26.905426484044774,26.78303959272599,150.24242424242425,1.0909090909090908,48.38636363636363,138.1590909090909,0.0005035400390625,0.0023117065429687,1
ISIC_0242935,95.52835529068228,61.18369890967461,50.20167177534345,96.0,61.0,50.0,12.768091625057668,10.086280357106787,10.162752271689747,95.52835529068228,7.176868366902605,121.84392636674892,75.2774523783096,0.8935623168945312,0.0048713684082031,0
ISIC_0243653,167.47971717024456,149.4222582643875,144.66107810620696,170.0,153.0,149.0,18.96434807447688,19.248600866188088,20.5643660325153,167.47971717024456,5.296533877610526,35.331413784305866,161.3035863979298,0.2093276977539062,0.0460281372070312,0
ISIC_0246318,178.07774824781,125.9751356814158,65.40972123110393,177.0,123.0,63.0,38.61072301331525,34.68333287984616,24.67778576220148,178.07774824781,15.798828916053033,162.97583771461194,144.43916805208931,0.9889488220214844,0.3182449340820312,0
ISIC_0248842,129.38371686414806,82.39109383615994,78.08499993275322,133.0,84.0,79.0,19.90524433360475,15.81002317228266,15.88927194448794,129.38371686414806,2.395908705768429,101.9310451494896,102.25085739647358,0.5672683715820312,0.1213798522949218,0
ISIC_0249582,122.98063827953284,88.44670408998836,83.00016700426669,127.0,91.0,85.0,13.496795694535765,11.543531427912251,12.739284723577851,122.98063827953284,3.874800672326854,83.5868907037883,104.61882622936687,0.708099365234375,0.05621337890625,0
ISIC_0250560,141.53086241707527,113.46264782232478,106.82794923565042,140.0,112.0,106.0,14.849028230068724,17.32856539930801,19.65609186547552,141.53086241707527,5.175079319296222,63.76348428035766,128.2458898182867,0.0264511108398437,0.1487617492675781,0
ISIC_0251623,160.7278172447416,126.37122161860984,120.80958350745227,161.0,127.0,122.0,8.784635586306733,11.285847034100854,14.391723394997904,160.7278172447416,3.821702186934113,63.94024237358963,142.96629056971724,0.0273857116699218,0.0072097778320312,1
ISIC_0255910,230.16759435486767,198.17255000538657,191.7989370488742,239.0,204.0,197.0,18.329263299424987,17.618198013818578,18.99343125592596,230.16759435486767,3.961575753222968,42.48489963012174,210.29270657521457,0.1062278747558593,0.0017776489257812,1
ISIC_0258583,147.67738409105525,118.308501061025,112.45842711079672,149.0,119.0,114.0,19.221782189781383,18.98038454569313,22.14330924908251,147.67738409105525,4.552118834801621,62.38486270979358,133.41932994662722,0.1186447143554687,0.0836601257324218,0
ISIC_0259133,183.5274994469797,149.69431085476458,134.2042775096881,189.0,154.0,139.0,29.66333027656718,30.02833195478993,27.412446906458904,183.5274994469797,8.894876983704334,69.79213400296582,164.4480939233309,0.9312210083007812,0.0175819396972656,0
ISIC_0269824,180.15927466417676,157.31738217006557,151.5745495830062,185.0,160.0,154.0,28.62404203090942,28.42747334610352,29.22720919599152,180.15927466417676,5.126488126817053,41.3260403624557,169.72416866498313,0.3595199584960937,0.0129928588867187,0
ISIC_0274915,170.59417781274587,149.91848937844216,138.93768686073955,179.0,158.0,147.0,30.51270358695805,30.254508614460097,32.48374846108289,170.59417781274587,8.305271439811172,48.80283241542093,161.6317859952793,0.0242424011230468,0.0083465576171875,1
ISIC_0276991,214.71014922423169,176.96411041934314,173.83572157986626,220.0,182.0,179.0,23.13851697033437,23.31834779067378,24.0688116974771,214.71014922423169,2.172019633033567,49.27071186217347,192.15017953025665,0.2316055297851562,0.01055908203125,0
ISIC_0281214,130.77093908629442,84.94701776649747,80.2246192893401,133.0,86.0,81.0,14.111375082972245,13.924836208778444,15.458916503893455,130.77093908629442,2.6319796954314723,99.75158629441624,104.62277918781726,0.01202392578125,0.0092315673828125,1
ISIC_0284587,117.67289899497251,73.91399293053998,66.60754169620098,120.0,75.0,67.0,20.75851953389156,16.21072752906049,16.472487601991514,117.67289899497251,4.081317567091804,112.0399663895526,92.1227250749898,0.8126411437988281,0.0515480041503906,0
ISIC_0284836,224.07980702686984,186.62325105563525,179.73817237194467,229.0,191.0,185.0,19.196527408583687,20.56395448788854,22.897903450436957,224.07980702686984,4.061527737380018,50.935969830396274,200.88563533695077,0.7606735229492188,0.0042648315429687,1
ISIC_0285346,161.9646774417484,125.94229968230115,99.50197234631624,162.0,124.0,95.0,33.97299174434663,32.87094999470508,35.27551303057976,161.96469785941213,12.301434136700342,102.2813472391235,141.21853025489412,0.9341659545898438,0.2722969055175781,0
ISIC_0288037,182.4048161670659,152.13134965853507,123.8735688317326,187.0,155.0,126.0,34.479800559886925,33.33051143986405,29.72311273011241,182.4048239188236,14.32204677410603,83.41198654294861,165.08181980264024,0.9842147827148438,0.0395278930664062,0
ISIC_0289605,148.2046217440687,111.1515092658664,69.93168719414618,148.0,110.0,67.0,30.072032996845664,27.3639720224448,23.322552080167263,148.20464707794812,15.371871793680889,136.35909507382715,126.31060602861884,0.903461456298828,0.2314109802246093,0
ISIC_0289643,135.96649865015863,107.03685760193136,72.93961600887388,138.0,108.0,73.0,23.75273394526627,21.394968273811973,17.949017721460226,135.96649865015863,16.045800810720433,119.35937181400736,120.27771252864844,0.9354171752929688,0.042877197265625,0
ISIC_0292320,189.13941289793428,145.9164323726324,120.03967421366852,194.0,151.0,123.0,22.532799079874888,22.62564158879588,23.287251157782244,189.13941289793428,11.096343487134492,94.47083754553952,162.93769241039922,0.9999656677246094,0.0393486022949218,0
ISIC_0293769,212.4914165749965,173.24577800845947,156.90996699874503,218.0,178.0,163.0,22.605855875709373,25.566354451881114,30.982167125594803,212.4914165749965,8.134797731744728,68.09908510605332,188.3218900577909,0.9848480224609376,0.01171875,0
ISIC_0294680,187.1645482678226,143.3359077189595,119.36816639892548,193.0,148.0,122.0,20.37495343626489,20.163503950775446,20.33051167630678,187.1645482678226,10.440765599899263,93.25830601864396,160.77413200340368,0.999713897705078,0.0014114379882812,0
ISIC_0294856,201.84471904961995,164.42566942969555,135.45147255433744,207.0,169.0,137.0,24.758654958526844,26.32204120737857,28.021959992560745,201.84471904961995,12.685725199587456,85.18040032086788,178.83305321058864,0.9986495971679688,0.0145835876464843,1
ISIC_0295568,229.4033397751545,199.46298545504587,194.28695620957657,234.0,205.0,199.0,18.964846852273705,19.503263901422272,20.49980124915836,229.4033397751545,4.108186697140669,39.41792661110347,211.03323620742265,0.6375770568847656,0.0113983154296875,1
ISIC_0295731,157.54720953634182,118.8400805015868,112.00356064710893,160.0,113.0,105.0,32.57555937230974,33.3157550028875,33.63420497453423,157.54720953634182,4.610650979177955,76.14484093196067,136.10087468070284,0.2464103698730468,0.0661354064941406,0
ISIC_0297557,146.4196520443792,104.84415187431922,84.02252541212636,142.0,99.0,77.0,30.98855652898369,30.55537958396107,32.87123020407655,146.41966926564228,9.634052464578014,112.81442797421975,122.17650503076148,0.8860435485839844,0.2730598449707031,0
ISIC_0300092,185.9328569118338,170.56363923392655,156.36036563296548,191.0,175.0,160.0,26.852163515674366,27.81647152538932,25.469278653069438,185.93286076222307,13.811962389397568,41.07419700131683,180.14564867508105,0.9907302856445312,0.0015144348144531,1
ISIC_0302714,106.25405786873677,88.53895463510848,76.58019832437617,108.0,89.0,76.0,18.67799041206725,18.1359351946622,19.185321178024267,106.25405786873677,11.516756238351157,72.99643522791017,99.32486021388632,0.8432464599609375,0.12530517578125,0
ISIC_0302941,148.27462563538947,127.37106745432064,124.66314054128314,144.0,123.0,121.0,21.364859205448685,21.0774116243228,22.12381953142473,148.27462563538947,2.992581398543756,41.55062508586344,140.4267069652425,0.0277671813964843,0.0125236511230468,1
ISIC_0303156,91.61111111111111,69.4888888888889,67.41111111111111,86.0,65.0,64.0,20.271871285900048,16.78970878209787,17.499774248984817,91.61111111111111,2.511111111111111,68.56666666666666,80.72222222222223,0.0003433227539062,0.0,1
ISIC_0303409,193.82301010005853,146.2739329668333,141.17599402474883,202.0,152.0,146.0,37.08282959487683,34.26439039664431,34.00379486792639,193.82301010005853,2.780517182211516,71.32520708148009,165.15158162475691,0.5669136047363281,0.0048789978027343,1
ISIC_0303472,186.15246152461523,159.84713132845613,148.20482490539192,190.0,162.0,150.0,23.95522585309962,24.0134597824323,26.34323997831008,186.15246152461523,8.422489939185105,52.92727070127844,172.74939892256066,0.8900871276855469,0.0765647888183593,0
ISIC_0307989,193.1765827056712,135.65079998159197,63.30844927825247,199.0,139.0,63.0,36.20117164905843,32.805538668004004,20.842230254182063,193.1765827056712,16.486853610271673,172.94711531086534,155.07697617696238,0.9947052001953124,0.0697784423828125,0
ISIC_0308490,73.13987231572838,57.67788740568776,56.22518862449216,72.0,57.0,56.0,5.709106814740592,6.501048065428934,6.93568107509615,73.13987231572838,2.232153221125943,59.29483459082995,66.01625072547881,0.0065727233886718,0.0517196655273437,0
ISIC_0310422,174.71817629318747,131.5925212425608,104.83531903020018,179.0,136.0,108.0,24.693991719823284,24.5793190154464,25.040534057982967,174.71817629318747,11.324423498113685,103.9394429346268,148.98873179140818,0.998004913330078,0.03662109375,0
